sourceId,sourcePage,sourceType,treatment,destinationSectionId,destinationRoute,citationStatus,rightsStatus,publicPrivacyStatus,migrationStatus,editorialNote
p787,41,scripture,preserved,S21,/case/final-destiny/tree-of-life/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p788,41,list-item,preserved,S21,/case/final-destiny/tree-of-life/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p789,41,list-item,preserved,S21,/case/final-destiny/tree-of-life/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p790,41,list-item,preserved,S21,/case/final-destiny/tree-of-life/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p791,41,list-item,preserved,S21,/case/final-destiny/tree-of-life/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p792,41,scripture,preserved,S21,/case/final-destiny/tree-of-life/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p793,41,list-item,preserved,S21,/case/final-destiny/tree-of-life/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p794,41,list-item,preserved,S21,/case/final-destiny/tree-of-life/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p795,41,list-item,preserved,S21,/case/final-destiny/tree-of-life/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p796,42,heading,rewritten-for-clarity,S22,/case/final-destiny/conditional-immortality/,not-required,not-applicable,safe,approved,"Section heading, restated as the page title in the registry."
p797,42,list-item,preserved,S22,/case/final-destiny/conditional-immortality/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p798,42,list-item,preserved,S22,/case/final-destiny/conditional-immortality/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p799,42,list-item,preserved,S22,/case/final-destiny/conditional-immortality/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p800,42,scripture,preserved,S22,/case/final-destiny/conditional-immortality/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p801,42,scripture,preserved,S22,/case/final-destiny/conditional-immortality/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p802,42,scripture,preserved,S22,/case/final-destiny/conditional-immortality/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p803,42,list-item,preserved,S22,/case/final-destiny/conditional-immortality/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p804,42,list-item,preserved,S22,/case/final-destiny/conditional-immortality/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p805,42,list-item,preserved,S22,/case/final-destiny/conditional-immortality/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p806,42,scripture,preserved,S22,/case/final-destiny/conditional-immortality/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p807,42,list-item,preserved,S22,/case/final-destiny/conditional-immortality/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p808,42,list-item,preserved,S22,/case/final-destiny/conditional-immortality/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p809,42,scripture,preserved,S22,/case/final-destiny/conditional-immortality/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p810,42,list-item,preserved,S22,/case/final-destiny/conditional-immortality/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p811,42,list-item,preserved,S22,/case/final-destiny/conditional-immortality/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p812,42,list-item,preserved,S22,/case/final-destiny/conditional-immortality/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p813,42,list-item,preserved,S22,/case/final-destiny/conditional-immortality/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p814,42,other,omitted-as-formatting-only,,,not-required,not-applicable,safe,approved,Empty paragraph used for spacing in the source document.
p815,43,heading,rewritten-for-clarity,S23,/case/further-reasoning/day-of-judgment/,not-required,not-applicable,safe,approved,"Section heading, restated as the page title in the registry."
p816,43,heading,rewritten-for-clarity,S23,/case/further-reasoning/day-of-judgment/,not-required,not-applicable,safe,approved,"Section heading, restated as the page title in the registry."
p817,43,list-item,preserved,S23,/case/further-reasoning/day-of-judgment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p818,43,scripture,preserved,S23,/case/further-reasoning/day-of-judgment/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p819,43,scripture,preserved,S23,/case/further-reasoning/day-of-judgment/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p820,43,scripture,preserved,S23,/case/further-reasoning/day-of-judgment/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p821,43,scripture,preserved,S23,/case/further-reasoning/day-of-judgment/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p822,43,scripture,preserved,S23,/case/further-reasoning/day-of-judgment/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p823,43,list-item,preserved,S23,/case/further-reasoning/day-of-judgment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p824,43,list-item,preserved,S23,/case/further-reasoning/day-of-judgment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p825,43,list-item,preserved,S23,/case/further-reasoning/day-of-judgment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p826,43,list-item,preserved,S23,/case/further-reasoning/day-of-judgment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p827,43,list-item,preserved,S23,/case/further-reasoning/day-of-judgment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p828,43,list-item,preserved,S23,/case/further-reasoning/day-of-judgment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p829,43,list-item,preserved,S23,/case/further-reasoning/day-of-judgment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p830,43,list-item,preserved,S23,/case/further-reasoning/day-of-judgment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p831,43,list-item,preserved,S23,/case/further-reasoning/day-of-judgment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p832,43,list-item,preserved,S23,/case/further-reasoning/day-of-judgment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p833,43,list-item,preserved,S23,/case/further-reasoning/day-of-judgment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p834,43,list-item,preserved,S23,/case/further-reasoning/day-of-judgment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p835,44,list-item,preserved,S23,/case/further-reasoning/day-of-judgment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p836,44,list-item,preserved,S23,/case/further-reasoning/day-of-judgment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p837,44,list-item,preserved,S23,/case/further-reasoning/day-of-judgment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p838,44,list-item,preserved,S23,/case/further-reasoning/day-of-judgment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p839,44,list-item,preserved,S23,/case/further-reasoning/day-of-judgment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p840,44,heading,rewritten-for-clarity,S24,/case/further-reasoning/no-more-pain/,not-required,not-applicable,safe,approved,"Section heading, restated as the page title in the registry."
p841,44,scripture,preserved,S24,/case/further-reasoning/no-more-pain/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p842,44,list-item,preserved,S24,/case/further-reasoning/no-more-pain/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p843,44,list-item,preserved,S24,/case/further-reasoning/no-more-pain/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p844,44,list-item,preserved,S24,/case/further-reasoning/no-more-pain/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p845,44,scripture,preserved,S24,/case/further-reasoning/no-more-pain/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p846,44,heading,rewritten-for-clarity,S25,/case/further-reasoning/all-in-all/,not-required,not-applicable,safe,approved,"Section heading, restated as the page title in the registry."
p847,44,list-item,preserved,S25,/case/further-reasoning/all-in-all/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p848,44,scripture,preserved,S25,/case/further-reasoning/all-in-all/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p849,44,list-item,preserved,S25,/case/further-reasoning/all-in-all/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p850,44,scripture,preserved,S25,/case/further-reasoning/all-in-all/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p851,44,list-item,preserved,S25,/case/further-reasoning/all-in-all/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p852,44,scripture,preserved,S25,/case/further-reasoning/all-in-all/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p853,44,list-item,preserved,S25,/case/further-reasoning/all-in-all/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p854,45,scripture,preserved,S25,/case/further-reasoning/all-in-all/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p855,45,list-item,preserved,S25,/case/further-reasoning/all-in-all/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p856,45,list-item,preserved,S25,/case/further-reasoning/all-in-all/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p857,45,scripture,preserved,S25,/case/further-reasoning/all-in-all/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p858,45,list-item,preserved,S25,/case/further-reasoning/all-in-all/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p859,45,scripture,preserved,S25,/case/further-reasoning/all-in-all/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p860,45,list-item,preserved,S25,/case/further-reasoning/all-in-all/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p861,45,other,omitted-as-formatting-only,,,not-required,not-applicable,safe,approved,Empty paragraph used for spacing in the source document.
p862,45,heading,rewritten-for-clarity,S26,/case/further-reasoning/suffering-does-not-pay/,not-required,not-applicable,safe,approved,"Section heading, restated as the page title in the registry."
p863,45,list-item,preserved,S26,/case/further-reasoning/suffering-does-not-pay/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p864,45,scripture,preserved,S26,/case/further-reasoning/suffering-does-not-pay/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p865,45,other,omitted-as-formatting-only,,,not-required,not-applicable,safe,approved,Empty paragraph used for spacing in the source document.
p866,45,heading,rewritten-for-clarity,S27,/case/further-reasoning/better-not-born/,not-required,not-applicable,safe,approved,"Section heading, restated as the page title in the registry."
p867,45,scripture,preserved,S27,/case/further-reasoning/better-not-born/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p868,45,list-item,preserved,S27,/case/further-reasoning/better-not-born/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p869,45,list-item,preserved,S27,/case/further-reasoning/better-not-born/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p870,45,list-item,preserved,S27,/case/further-reasoning/better-not-born/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p871,45,other,omitted-as-formatting-only,,,not-required,not-applicable,safe,approved,Empty paragraph used for spacing in the source document.
p872,45,heading,rewritten-for-clarity,S28,/objections/revelation-after-20-15/,not-required,not-applicable,safe,approved,"Section heading, restated as the page title in the registry."
p873,46,scripture,rewritten-for-clarity,S28,/objections/revelation-after-20-15/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p874,46,scripture,preserved,S28,/objections/revelation-after-20-15/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p875,46,scripture,preserved,S28,/objections/revelation-after-20-15/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p876,46,scripture,preserved,S28,/objections/revelation-after-20-15/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p877,46,scripture,preserved,S28,/objections/revelation-after-20-15/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p878,46,list-item,preserved,S28,/objections/revelation-after-20-15/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p879,46,list-item,preserved,S28,/objections/revelation-after-20-15/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p880,46,scripture,preserved,S28,/objections/revelation-after-20-15/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p881,46,scripture,preserved,S28,/objections/revelation-after-20-15/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p882,46,heading,rewritten-for-clarity,S29,/objections/evangelism/,not-required,not-applicable,safe,approved,"Section heading, restated as the page title in the registry."
p883,46,list-item,preserved,S29,/objections/evangelism/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p884,46,list-item,preserved,S29,/objections/evangelism/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p885,46,list-item,preserved,S29,/objections/evangelism/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p886,46,list-item,preserved,S29,/objections/evangelism/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p887,46,list-item,preserved,S29,/objections/evangelism/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p888,46,list-item,preserved,S29,/objections/evangelism/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p889,46,list-item,preserved,S29,/objections/evangelism/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p890,46,scripture,preserved,S29,/objections/evangelism/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p891,46,scripture,preserved,S29,/objections/evangelism/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p892,47,scripture,preserved,S29,/objections/evangelism/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p893,47,scripture,preserved,S29,/objections/evangelism/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p894,47,other,omitted-as-formatting-only,,,not-required,not-applicable,safe,approved,Empty paragraph used for spacing in the source document.
p895,47,heading,rewritten-for-clarity,S30,/objections/is-annihilation-punishment/,not-required,not-applicable,safe,approved,"Section heading, restated as the page title in the registry."
p896,47,list-item,preserved,S30,/objections/is-annihilation-punishment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p897,47,paragraph,preserved,S30,/objections/is-annihilation-punishment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p898,47,list-item,preserved,S30,/objections/is-annihilation-punishment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p899,47,list-item,preserved,S30,/objections/is-annihilation-punishment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p900,47,list-item,preserved,S30,/objections/is-annihilation-punishment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p901,47,scripture,preserved,S30,/objections/is-annihilation-punishment/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p902,47,paragraph,preserved,S30,/objections/is-annihilation-punishment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p903,47,list-item,preserved,S30,/objections/is-annihilation-punishment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p904,47,list-item,preserved,S30,/objections/is-annihilation-punishment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p905,47,list-item,preserved,S30,/objections/is-annihilation-punishment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p906,47,other,omitted-as-formatting-only,,,not-required,not-applicable,safe,approved,Empty paragraph used for spacing in the source document.
p907,47,heading,rewritten-for-clarity,S31,/objections/image-bearers/,not-required,not-applicable,safe,approved,"Section heading, restated as the page title in the registry."
p908,47,list-item,preserved,S31,/objections/image-bearers/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p909,47,scripture,preserved,S31,/objections/image-bearers/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p910,47,scripture,preserved,S31,/objections/image-bearers/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p911,48,scripture,preserved,S31,/objections/image-bearers/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p912,48,list-item,preserved,S31,/objections/image-bearers/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p913,48,list-item,preserved,S31,/objections/image-bearers/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p914,48,heading,rewritten-for-clarity,S32,/objections/satan-and-angels/,not-required,not-applicable,safe,approved,"Section heading, restated as the page title in the registry."
p915,48,list-item,preserved,S32,/objections/satan-and-angels/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p916,48,scripture,preserved,S32,/objections/satan-and-angels/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p917,48,scripture,preserved,S32,/objections/satan-and-angels/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p918,48,scripture,preserved,S32,/objections/satan-and-angels/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p919,48,list-item,preserved,S32,/objections/satan-and-angels/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p920,48,other,omitted-as-formatting-only,,,not-required,not-applicable,safe,approved,Empty paragraph used for spacing in the source document.
p921,48,heading,rewritten-for-clarity,S33,/objections/near-death-experiences/,not-required,not-applicable,safe,approved,"Section heading, restated as the page title in the registry."
p922,48,paragraph,preserved,S33,/objections/near-death-experiences/,verified,not-applicable,safe,approved,Substantive content carried into the destination page.
p923,48,list-item,preserved,S33,/objections/near-death-experiences/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p924,48,list-item,preserved,S33,/objections/near-death-experiences/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p925,48,list-item,preserved,S33,/objections/near-death-experiences/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p926,48,list-item,preserved,S33,/objections/near-death-experiences/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p927,48,scripture,preserved,S33,/objections/near-death-experiences/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p928,48,heading,rewritten-for-clarity,S34,/objections/jesus-heaven-versus-hell/,not-required,not-applicable,safe,approved,"Section heading, restated as the page title in the registry."
p929,48,list-item,preserved,S34,/objections/jesus-heaven-versus-hell/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p930,49,other,omitted-as-formatting-only,,,not-required,not-applicable,safe,approved,Empty paragraph used for spacing in the source document.
p931,49,paragraph,preserved,S34,/objections/jesus-heaven-versus-hell/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p932,49,other,omitted-as-formatting-only,,,not-required,not-applicable,safe,approved,Empty paragraph used for spacing in the source document.
p933,49,paragraph,preserved,S34,/objections/jesus-heaven-versus-hell/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p934,49,paragraph,preserved,S34,/objections/jesus-heaven-versus-hell/,verified,not-applicable,safe,approved,Substantive content carried into the destination page.
p935,49,other,omitted-as-formatting-only,,,not-required,not-applicable,safe,approved,Empty paragraph used for spacing in the source document.
p936,49,other,omitted-as-formatting-only,,,not-required,not-applicable,safe,approved,Empty paragraph used for spacing in the source document.
p937,49,other,omitted-as-formatting-only,,,not-required,not-applicable,safe,approved,Empty paragraph used for spacing in the source document.
p938,49,heading,relocated,,/sources/,not-required,not-applicable,safe,approved,"Further-reading entry from the source document, migrated into the source library with a rights and link status."
p939,49,paragraph,relocated,,/sources/,verified,not-applicable,safe,approved,"Further-reading entry from the source document, migrated into the source library with a rights and link status."
p940,49,other,omitted-as-formatting-only,,,not-required,not-applicable,safe,approved,Empty paragraph used for spacing in the source document.
p941,49,paragraph,relocated,,/sources/,verified,not-applicable,safe,approved,"Further-reading entry from the source document, migrated into the source library with a rights and link status."
p942,49,other,omitted-as-formatting-only,,,not-required,not-applicable,safe,approved,Empty paragraph used for spacing in the source document.
p943,49,paragraph,relocated,,/sources/,verified,not-applicable,safe,approved,"Further-reading entry from the source document, migrated into the source library with a rights and link status."
p944,49,paragraph,relocated,,/sources/,not-required,not-applicable,safe,approved,"Further-reading entry from the source document, migrated into the source library with a rights and link status."
p945,49,paragraph,relocated,,/sources/,verified,not-applicable,safe,approved,"Further-reading entry from the source document, migrated into the source library with a rights and link status."
p946,49,other,omitted-as-formatting-only,,,not-required,not-applicable,safe,approved,Empty paragraph used for spacing in the source document.
p947,49,paragraph,relocated,,/sources/,verified,not-applicable,safe,approved,"Further-reading entry from the source document, migrated into the source library with a rights and link status."
p948,49,other,omitted-as-formatting-only,,,not-required,not-applicable,safe,approved,Empty paragraph used for spacing in the source document.
p949,49,paragraph,relocated,,/sources/,verified,not-applicable,safe,approved,"Further-reading entry from the source document, migrated into the source library with a rights and link status."
p950,50,other,omitted-as-formatting-only,,,not-required,not-applicable,safe,approved,Empty paragraph used for spacing in the source document.
p951,50,other,omitted-as-formatting-only,,,not-required,not-applicable,safe,approved,Empty paragraph used for spacing in the source document.
p952,50,paragraph,preserved,APP1,/appendix/afterlife-odds/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p953,50,list-item,preserved,APP1,/appendix/afterlife-odds/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p954,50,image,relocated,APP1,/appendix/afterlife-odds/,not-required,not-applicable,safe,approved,"Image content rebuilt as text, a semantic table or an accessible SVG. See the media disposition record."
p955,50,paragraph,preserved,APP1,/appendix/afterlife-odds/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p956,50,paragraph,preserved,APP1,/appendix/afterlife-odds/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p957,50,paragraph,preserved,APP1,/appendix/afterlife-odds/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p958,50,other,omitted-as-formatting-only,,,not-required,not-applicable,safe,approved,Empty paragraph used for spacing in the source document.
p959,50,other,omitted-as-formatting-only,,,not-required,not-applicable,safe,approved,Empty paragraph used for spacing in the source document.
p960,50,other,omitted-as-formatting-only,,,not-required,not-applicable,safe,approved,Empty paragraph used for spacing in the source document.
p961,50,other,omitted-as-formatting-only,,,not-required,not-applicable,safe,approved,Empty paragraph used for spacing in the source document.
p962,50,image,relocated,APP1,/appendix/afterlife-odds/,not-required,not-applicable,safe,approved,"Image content rebuilt as text, a semantic table or an accessible SVG. See the media disposition record."
p963,50,other,omitted-as-formatting-only,,,not-required,not-applicable,safe,approved,Empty paragraph used for spacing in the source document.
p964,50,paragraph,preserved,APP1,/appendix/afterlife-odds/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p965,50,other,omitted-as-formatting-only,,,not-required,not-applicable,safe,approved,Empty paragraph used for spacing in the source document.
p966,50,paragraph,preserved,APP1,/appendix/afterlife-odds/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p967,50,other,omitted-as-formatting-only,,,not-required,not-applicable,safe,approved,Empty paragraph used for spacing in the source document.
p968,50,paragraph,preserved,APP1,/appendix/afterlife-odds/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p969,51,other,omitted-as-formatting-only,,,not-required,not-applicable,safe,approved,Empty paragraph used for spacing in the source document.
p970,51,paragraph,preserved,APP1,/appendix/afterlife-odds/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p971,51,paragraph,preserved,APP1,/appendix/afterlife-odds/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p972,51,other,omitted-as-formatting-only,,,not-required,not-applicable,safe,approved,Empty paragraph used for spacing in the source document.
p973,51,paragraph,preserved,APP1,/appendix/afterlife-odds/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p974,51,other,omitted-as-formatting-only,,,not-required,not-applicable,safe,approved,Empty paragraph used for spacing in the source document.
p975,51,list-item,preserved,APP2,/appendix/net-outcome-of-humanity/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p976,51,other,omitted-as-formatting-only,,,not-required,not-applicable,safe,approved,Empty paragraph used for spacing in the source document.
p977,51,paragraph,preserved,APP2,/appendix/net-outcome-of-humanity/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p978,51,paragraph,preserved,APP2,/appendix/net-outcome-of-humanity/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p979,51,paragraph,preserved,APP2,/appendix/net-outcome-of-humanity/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p980,51,paragraph,preserved,APP2,/appendix/net-outcome-of-humanity/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p981,51,other,omitted-as-formatting-only,,,not-required,not-applicable,safe,approved,Empty paragraph used for spacing in the source document.
p982,51,paragraph,preserved,APP2,/appendix/net-outcome-of-humanity/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p983,51,other,omitted-as-formatting-only,,,not-required,not-applicable,safe,approved,Empty paragraph used for spacing in the source document.
p984,51,paragraph,preserved,APP2,/appendix/net-outcome-of-humanity/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p985,51,paragraph,preserved,APP2,/appendix/net-outcome-of-humanity/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
